SourceFile,Line,Heading,Text,Classification,RequirementIDs,Basis
01-EVERYTHING-WE-ARE-KEEPING.md,1771,25. Duplicate Management,Metadata comparison,REQUIREMENT,LAM-META-039,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1772,25. Duplicate Management,Album comparison,REQUIREMENT,LAM-ARCH-254,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1773,25. Duplicate Management,Tag comparison,REQUIREMENT,LAM-ARCH-255,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1774,25. Duplicate Management,Event comparison,REQUIREMENT,LAM-EVENT-055,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1775,25. Duplicate Management,Side-by-side preview,REQUIREMENT,LAM-ARCH-256,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1776,25. Duplicate Management,User-selected retained file,REQUIREMENT,LAM-ARCH-257,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1777,25. Duplicate Management,Reversible Trash,REQUIREMENT_CROSS_REFERENCE,LAM-TRASH-003,Binding clause is text-identical to an allocated stable requirement
01-EVERYTHING-WE-ARE-KEEPING.md,1778,25. Duplicate Management,No automatic deletion,REQUIREMENT,LAM-ARCH-258,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1779,25. Duplicate Management,No automatic merge,REQUIREMENT,LAM-ARCH-259,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1781,25. Duplicate Management,---,STRUCTURAL,,Table/layout structure or non-normative explanatory row
01-EVERYTHING-WE-ARE-KEEPING.md,1783,26. Non-Destructive Editing,# 26. Non-Destructive Editing,HEADING,,Structural Markdown
01-EVERYTHING-WE-ARE-KEEPING.md,1785,26. Non-Destructive Editing,Lamha keeps local editing:,EXPLANATORY,,No normative modal and no actionable list/phase rule
01-EVERYTHING-WE-ARE-KEEPING.md,1787,26. Non-Destructive Editing,Crop,REQUIREMENT,LAM-EDIT-004,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1788,26. Non-Destructive Editing,Rotate,REQUIREMENT,LAM-EDIT-005,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1789,26. Non-Destructive Editing,Flip,REQUIREMENT,LAM-ARCH-260,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1790,26. Non-Destructive Editing,Straighten,REQUIREMENT,LAM-ARCH-261,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1791,26. Non-Destructive Editing,Brightness,REQUIREMENT,LAM-ARCH-262,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1792,26. Non-Destructive Editing,Contrast,REQUIREMENT,LAM-ARCH-263,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1793,26. Non-Destructive Editing,Saturation,REQUIREMENT,LAM-ARCH-264,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1794,26. Non-Destructive Editing,Exposure,REQUIREMENT,LAM-ARCH-265,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1795,26. Non-Destructive Editing,Basic filters,REQUIREMENT,LAM-SEARCH-010,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1796,26. Non-Destructive Editing,Revert,REQUIREMENT,LAM-ARCH-266,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1797,26. Non-Destructive Editing,Export edited copy,REQUIREMENT,LAM-EDIT-006,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1798,26. Non-Destructive Editing,Preserve original,REQUIREMENT,LAM-ARCH-267,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1799,26. Non-Destructive Editing,Never overwrite source automatically,REQUIREMENT,LAM-ARCH-268,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1801,26. Non-Destructive Editing,An edited copy stored inside a managed Library Root is a new derivative asset with its own UUID and a reference to the source asset; the serialized key spelling is selected by the Phase 1 target-schema map. An export outside the library is not indexed unless the user explicitly imports it. Neither case creates a second authoritative location for the original UUID.,REQUIREMENT,LAM-ASSET-122,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1803,26. Non-Destructive Editing,---,STRUCTURAL,,Table/layout structure or non-normative explanatory row
01-EVERYTHING-WE-ARE-KEEPING.md,1805,27. Review Centre,# 27. Review Centre,HEADING,,Structural Markdown
01-EVERYTHING-WE-ARE-KEEPING.md,1807,27. Review Centre,Lamha keeps a dedicated Review Centre.,EXPLANATORY,,No normative modal and no actionable list/phase rule
01-EVERYTHING-WE-ARE-KEEPING.md,1809,27. Review Centre,Queues include:,REQUIREMENT,LAM-ARCH-269,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1811,27. Review Centre,```text,CODE_FENCE,,Structural Markdown
01-EVERYTHING-WE-ARE-KEEPING.md,1812,27. Review Centre,Unknown faces,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
01-EVERYTHING-WE-ARE-KEEPING.md,1813,27. Review Centre,Possible person matches,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
01-EVERYTHING-WE-ARE-KEEPING.md,1814,27. Review Centre,Mixed face clusters,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
01-EVERYTHING-WE-ARE-KEEPING.md,1815,27. Review Centre,Suggested person tags,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
01-EVERYTHING-WE-ARE-KEEPING.md,1816,27. Review Centre,Suggested relationship tags,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
01-EVERYTHING-WE-ARE-KEEPING.md,1817,27. Review Centre,Suggested group tags,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
01-EVERYTHING-WE-ARE-KEEPING.md,1818,27. Review Centre,AI content tags,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
01-EVERYTHING-WE-ARE-KEEPING.md,1819,27. Review Centre,Unassigned media,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
01-EVERYTHING-WE-ARE-KEEPING.md,1820,27. Review Centre,Manual event-builder selections,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
01-EVERYTHING-WE-ARE-KEEPING.md,1821,27. Review Centre,Date conflicts,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
01-EVERYTHING-WE-ARE-KEEPING.md,1822,27. Review Centre,Folder conflicts,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
01-EVERYTHING-WE-ARE-KEEPING.md,1823,27. Review Centre,JSON/XMP conflicts,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
01-EVERYTHING-WE-ARE-KEEPING.md,1824,27. Review Centre,Missing sidecars,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
01-EVERYTHING-WE-ARE-KEEPING.md,1825,27. Review Centre,Orphan sidecars,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
01-EVERYTHING-WE-ARE-KEEPING.md,1826,27. Review Centre,Duplicate candidates,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
01-EVERYTHING-WE-ARE-KEEPING.md,1827,27. Review Centre,Unknown photographers,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
01-EVERYTHING-WE-ARE-KEEPING.md,1828,27. Review Centre,Location suggestions,REQUIREMENT_CROSS_REFERENCE,LAM-ARCH-215,Binding clause is text-identical to an allocated stable requirement
01-EVERYTHING-WE-ARE-KEEPING.md,1829,27. Review Centre,External filesystem changes,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
01-EVERYTHING-WE-ARE-KEEPING.md,1830,27. Review Centre,Failed operations,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
01-EVERYTHING-WE-ARE-KEEPING.md,1831,27. Review Centre,Manage Later files,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
01-EVERYTHING-WE-ARE-KEEPING.md,1832,27. Review Centre,Stale AI results,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
01-EVERYTHING-WE-ARE-KEEPING.md,1833,27. Review Centre,Pending XMP synchronization,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
01-EVERYTHING-WE-ARE-KEEPING.md,1834,27. Review Centre,```,CODE_FENCE,,Structural Markdown
01-EVERYTHING-WE-ARE-KEEPING.md,1836,27. Review Centre,Review actions include:,REQUIREMENT,LAM-ARCH-270,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1838,27. Review Centre,One by one,REQUIREMENT,LAM-ARCH-271,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1839,27. Review Centre,Multi-select,REQUIREMENT_CROSS_REFERENCE,LAM-ARCH-050,Binding clause is text-identical to an allocated stable requirement
01-EVERYTHING-WE-ARE-KEEPING.md,1840,27. Review Centre,Approve,REQUIREMENT,LAM-ARCH-272,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1841,27. Review Centre,Reject,REQUIREMENT_CROSS_REFERENCE,LAM-ARCH-170,Binding clause is text-identical to an allocated stable requirement
01-EVERYTHING-WE-ARE-KEEPING.md,1842,27. Review Centre,Suppress,REQUIREMENT,LAM-ARCH-273,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1843,27. Review Centre,Defer,REQUIREMENT,LAM-ARCH-274,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1844,27. Review Centre,Skip,REQUIREMENT,LAM-ARCH-275,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1845,27. Review Centre,Mark intentional,REQUIREMENT,LAM-ARCH-276,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1846,27. Review Centre,Apply to selection,REQUIREMENT,LAM-ARCH-277,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1847,27. Review Centre,Undo,REQUIREMENT_CROSS_REFERENCE,LAM-ARCH-047,Binding clause is text-identical to an allocated stable requirement
01-EVERYTHING-WE-ARE-KEEPING.md,1848,27. Review Centre,Open asset,REQUIREMENT,LAM-ASSET-123,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1849,27. Review Centre,Open event,REQUIREMENT,LAM-EVENT-056,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1850,27. Review Centre,Open person,REQUIREMENT,LAM-PERSON-092,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1851,27. Review Centre,Open folder,REQUIREMENT,LAM-FOLDER-035,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1852,27. Review Centre,See suggestion reason,REQUIREMENT,LAM-ARCH-278,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1853,27. Review Centre,Filter by confidence,REQUIREMENT,LAM-SEARCH-011,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1854,27. Review Centre,Filter by source,REQUIREMENT,LAM-SEARCH-012,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1856,27. Review Centre,"Rejected or suppressed suggestions must not automatically return when the source media, model identity/version, relevant configuration, candidate identity/evidence, and user decision are materially unchanged. Score drift or a routine rerun is insufficient. A new candidate may enter Review after an explicit user reopen/reanalysis request or a material source, model/version, relevant-configuration, candidate-identity, or evidence change. The prior decision and provenance remain in history, and the new candidate is never silently approved.",REQUIREMENT,LAM-AI-040; LAM-AI-041,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1858,27. Review Centre,---,STRUCTURAL,,Table/layout structure or non-normative explanatory row
01-EVERYTHING-WE-ARE-KEEPING.md,1860,28. File and Folder Management,# 28. File and Folder Management,HEADING,,Structural Markdown
01-EVERYTHING-WE-ARE-KEEPING.md,1862,28. File and Folder Management,Lamha keeps or adds:,EXPLANATORY,,No normative modal and no actionable list/phase rule
01-EVERYTHING-WE-ARE-KEEPING.md,1864,28. File and Folder Management,Rename asset bundle,REQUIREMENT,LAM-ASSET-124,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1865,28. File and Folder Management,Move asset bundle,REQUIREMENT,LAM-ASSET-125,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1866,28. File and Folder Management,Rename event folder,REQUIREMENT,LAM-EVENT-057,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1867,28. File and Folder Management,Move event folder,REQUIREMENT,LAM-EVENT-058,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1868,28. File and Folder Management,Merge folders,REQUIREMENT,LAM-FOLDER-036,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1869,28. File and Folder Management,Split event,REQUIREMENT,LAM-EVENT-059,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1870,28. File and Folder Management,Link folders,REQUIREMENT,LAM-FOLDER-037,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1871,28. File and Folder Management,Folder-map materialization,REQUIREMENT,LAM-FOLDER-038,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1872,28. File and Folder Management,Collision detection,REQUIREMENT,LAM-ARCH-279,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1873,28. File and Folder Management,Preview,REQUIREMENT,LAM-ARCH-280,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1874,28. File and Folder Management,Hash verification,REQUIREMENT,LAM-ARCH-281,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1875,28. File and Folder Management,Rollback,REQUIREMENT_CROSS_REFERENCE,LAM-TRANSACTION-003,Binding clause is text-identical to an allocated stable requirement
01-EVERYTHING-WE-ARE-KEEPING.md,1876,28. File and Folder Management,Operation history,REQUIREMENT_CROSS_REFERENCE,LAM-ARCH-046,Binding clause is text-identical to an allocated stable requirement
01-EVERYTHING-WE-ARE-KEEPING.md,1877,28. File and Folder Management,Cross-drive support,REQUIREMENT,LAM-FOLDER-039,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1878,28. File and Folder Management,External-drive support,REQUIREMENT_CROSS_REFERENCE,LAM-FOLDER-017,Binding clause is text-identical to an allocated stable requirement
01-EVERYTHING-WE-ARE-KEEPING.md,1879,28. File and Folder Management,Manual filesystem change detection,REQUIREMENT,LAM-FOLDER-040,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1880,28. File and Folder Management,Sidecar repair,REQUIREMENT,LAM-ARCH-282,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1881,28. File and Folder Management,Show in folder,REQUIREMENT,LAM-FOLDER-041,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1882,28. File and Folder Management,Restore original filename,REQUIREMENT,LAM-ASSET-126,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1884,28. File and Folder Management,---,STRUCTURAL,,Table/layout structure or non-normative explanatory row
01-EVERYTHING-WE-ARE-KEEPING.md,1886,29. Consistency Detection,# 29. Consistency Detection,HEADING,,Structural Markdown
01-EVERYTHING-WE-ARE-KEEPING.md,1888,29. Consistency Detection,Lamha keeps data-consistency checks.,EXPLANATORY,,No normative modal and no actionable list/phase rule
01-EVERYTHING-WE-ARE-KEEPING.md,1890,29. Consistency Detection,Examples:,EXPLANATORY,,No normative modal and no actionable list/phase rule
01-EVERYTHING-WE-ARE-KEEPING.md,1892,29. Consistency Detection,Filename year versus normalized date,REQUIREMENT,LAM-ASSET-127,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1893,29. Consistency Detection,Folder year versus normalized date,REQUIREMENT,LAM-FOLDER-042,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1894,29. Consistency Detection,Event date versus asset date,REQUIREMENT,LAM-ASSET-128,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1895,29. Consistency Detection,JSON versus XMP,REQUIREMENT,LAM-META-040,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1896,29. Consistency Detection,JSON versus embedded metadata,REQUIREMENT,LAM-META-041,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1897,29. Consistency Detection,Sidecar filename versus media filename,REQUIREMENT,LAM-ASSET-129,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1898,29. Consistency Detection,Recorded hash versus current hash,REQUIREMENT,LAM-ARCH-283,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1899,29. Consistency Detection,Event folder versus event node,REQUIREMENT,LAM-EVENT-060,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1900,29. Consistency Detection,Missing JSON,REQUIREMENT,LAM-META-042,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1901,29. Consistency Detection,Missing XMP,REQUIREMENT,LAM-META-043,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1902,29. Consistency Detection,Orphan sidecar,REQUIREMENT,LAM-ARCH-284,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1903,29. Consistency Detection,Duplicate asset ID,REQUIREMENT,LAM-ASSET-130,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1904,29. Consistency Detection,Missing media,REQUIREMENT,LAM-ASSET-131,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1905,29. Consistency Detection,Externally renamed media,REQUIREMENT,LAM-ASSET-132,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1906,29. Consistency Detection,Externally moved media,REQUIREMENT,LAM-ASSET-133,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1908,29. Consistency Detection,Warnings show:,REQUIREMENT,LAM-ARCH-285,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1910,29. Consistency Detection,Evidence,REQUIREMENT,LAM-ARCH-286,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1911,29. Consistency Detection,Confidence,REQUIREMENT,LAM-ARCH-287,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1912,29. Consistency Detection,Recommended action,REQUIREMENT,LAM-ARCH-288,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1913,29. Consistency Detection,Available alternatives,REQUIREMENT,LAM-ARCH-289,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1914,29. Consistency Detection,Intentional-exception option,REQUIREMENT,LAM-ARCH-290,Mapped independently testable obligation
