requirement_id,capability,phase,package,reviewer_judgement,reason,correction_made_or_confirmation,source_plan,source_locator
CAN-LAM-ARCH-409,Jobs and notifications,I14,WP-I14-005,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Performance, Accessibility, and Desktop UX work because the obligation's primary implementation surface is Jobs and notifications; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,lines 1541-1541
CAN-LAM-INV-AI-01,Jobs and notifications,I10,WP-I10-002,CONFIRMED,"Semantically normalized from SYSTEM INVARIANT using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Local AI, Search, and Duplicates work because the obligation's primary implementation surface is Jobs and notifications; integration verification, removal, and release responsibilities remain separate.",Complete testable statement and phase/package boundary confirmed against source provenance.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 110-110
CAN-SECTION-0020,Jobs and notifications,I10,WP-I10-006,CORRECTED,Synthesized parent prevents list fragments from being counted as independent features while preserving their source rows as criteria. Reviewed section parent follows the majority architectural surface of its explicitly linked child criteria.,Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,section aggregate
CAN-SECTION-0037,Jobs and notifications,I10,WP-I10-006,CORRECTED,Synthesized parent prevents list fragments from being counted as independent features while preserving their source rows as criteria. Reviewed section parent follows the majority architectural surface of its explicitly linked child criteria.,Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,section aggregate
CAN-SECTION-0062,Jobs and notifications,I10,WP-I10-008,CORRECTED,Synthesized parent prevents list fragments from being counted as independent features while preserving their source rows as criteria. Reviewed section parent follows the majority architectural surface of its explicitly linked child criteria.,Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,section aggregate
CAN-SECTION-0090,Jobs and notifications,I5,WP-I5-010,CORRECTED,Synthesized parent prevents list fragments from being counted as independent features while preserving their source rows as criteria. Reviewed section parent follows the majority architectural surface of its explicitly linked child criteria.,Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,section aggregate
CAN-SECTION-0105,Jobs and notifications,I14,WP-I14-009,CORRECTED,Synthesized parent prevents list fragments from being counted as independent features while preserving their source rows as criteria. Reviewed section parent follows the majority architectural surface of its explicitly linked child criteria.,Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,section aggregate
CAN-LAM-AI-048,Legal and rebranding,I1,WP-I1-005,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Identity, Branding, and Legal Foundation work because the obligation's primary implementation surface is Legal and rebranding; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 2231-2231
CAN-LAM-ARCH-001,Legal and rebranding,I1,WP-I1-001,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Identity, Branding, and Legal Foundation work because the obligation's primary implementation surface is Legal and rebranding; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 5-5
CAN-LAM-ARCH-349,Legal and rebranding,I1,WP-I1-005,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Identity, Branding, and Legal Foundation work because the obligation's primary implementation surface is Legal and rebranding; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 2228-2228
CAN-LAM-ARCH-351,Legal and rebranding,I1,WP-I1-005,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Identity, Branding, and Legal Foundation work because the obligation's primary implementation surface is Legal and rebranding; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 2232-2232
CAN-LAM-ARCH-434,Legal and rebranding,I1,WP-I1-001,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Identity, Branding, and Legal Foundation work because the obligation's primary implementation surface is Legal and rebranding; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,lines 1772-1772
CAN-LAM-ARCH-435,Legal and rebranding,I1,WP-I1-004,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Identity, Branding, and Legal Foundation work because the obligation's primary implementation surface is Legal and rebranding; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,lines 1773-1773
CAN-LAM-ARCH-437,Legal and rebranding,I1,WP-I1-003,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Identity, Branding, and Legal Foundation work because the obligation's primary implementation surface is Legal and rebranding; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,lines 1775-1775
CAN-LAM-ARCH-439,Legal and rebranding,I1,WP-I1-001,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Identity, Branding, and Legal Foundation work because the obligation's primary implementation surface is Legal and rebranding; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,lines 1777-1777
CAN-LAM-ARCH-440,Legal and rebranding,I1,WP-I1-002,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Identity, Branding, and Legal Foundation work because the obligation's primary implementation surface is Legal and rebranding; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,lines 1778-1778
CAN-LAM-ARCH-442,Legal and rebranding,I1,WP-I1-001,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Identity, Branding, and Legal Foundation work because the obligation's primary implementation surface is Legal and rebranding; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,lines 1782-1782
CAN-LAM-ASSET-148,Legal and rebranding,I1,WP-I1-005,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Identity, Branding, and Legal Foundation work because the obligation's primary implementation surface is Legal and rebranding; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 2234-2234
CAN-LAM-EDIT-007,Legal and rebranding,I1,WP-I1-005,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Identity, Branding, and Legal Foundation work because the obligation's primary implementation surface is Legal and rebranding; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 2235-2235
