canonical_id,canonical_capability,primary_implementation_phase,integration_verification_phases,removal_phase,release_validation_phase,global_invariant_links,mapping_rationale,reviewer_status,exception_status,previous_capability,previous_primary_phase
CAN-LAM-ARCH-283,Media ingestion and derivation,I4,I10;I15,,I15,,Label names hash comparison; rewrite adds reporting and preservation.,REVIEWED_CORRECTED,NONE,Media ingestion and derivation,I4
CAN-LAM-ARCH-284,Media ingestion and derivation,I4,I3;I15,,I15,,Label names orphan sidecars; rewrite adds review creation and no-mutation.,REVIEWED_CORRECTED,NONE,Media ingestion and derivation,I4
CAN-LAM-ARCH-285,Planning and verification governance,,,,,,Reviewed as a non-implementation record or independent gate; no primary implementation phase is assigned.,NOT_APPLICABLE,NONE,Planning and verification governance,
CAN-LAM-ARCH-286,Planning and verification governance,,,,,,Reviewed as a non-implementation record or independent gate; no primary implementation phase is assigned.,NOT_APPLICABLE,NONE,Planning and verification governance,
CAN-LAM-ARCH-287,Planning and verification governance,,,,,,Reviewed as a non-implementation record or independent gate; no primary implementation phase is assigned.,NOT_APPLICABLE,NONE,Planning and verification governance,
CAN-LAM-ARCH-288,Planning and verification governance,,,,,,Reviewed as a non-implementation record or independent gate; no primary implementation phase is assigned.,NOT_APPLICABLE,NONE,Planning and verification governance,
CAN-LAM-ARCH-289,Planning and verification governance,,,,,,Reviewed as a non-implementation record or independent gate; no primary implementation phase is assigned.,NOT_APPLICABLE,NONE,Planning and verification governance,
CAN-LAM-ARCH-290,Planning and verification governance,,,,,,Reviewed as a non-implementation record or independent gate; no primary implementation phase is assigned.,NOT_APPLICABLE,NONE,Planning and verification governance,
CAN-LAM-ARCH-291,Metadata privacy removal,I11,I4;I15,,I15,,"Statement is already record-specific and observable (privacy removal targets GPS metadata, creates a reviewed mutation plan, preserves originals); it does not reproduce a legacy template.",REVIEWED_CONFIRMED,NONE,Metadata privacy removal,I11
CAN-LAM-ARCH-292,Editing,I11,I4;I15,,I15,,Privacy-field label; rewrite adds removal and preservation results.,REVIEWED_CORRECTED,NONE,Editing,I11
CAN-LAM-ARCH-293,Editing,I11,I4;I15,,I15,,Privacy-field label; rewrite adds removal and preservation results.,REVIEWED_CORRECTED,NONE,Editing,I11
CAN-LAM-ARCH-294,Editing,I11,I4;I15,,I15,,Privacy-field label; rewrite adds removal and preservation results.,REVIEWED_CORRECTED,NONE,Editing,I11
CAN-LAM-ARCH-295,Editing,I11,I4;I15,,I15,,Privacy-field label; rewrite adds removal and preservation results.,REVIEWED_CORRECTED,NONE,Editing,I11
CAN-LAM-ARCH-296,Editing,I11,I4;I15,,I15,,Privacy-field label; rewrite adds removal and preservation results.,REVIEWED_CORRECTED,NONE,Editing,I11
CAN-LAM-ARCH-297,Editing,I11,I4;I15,,I15,,Privacy-field label; rewrite adds exact-selection and preservation results.,REVIEWED_CORRECTED,NONE,Editing,I11
CAN-LAM-ARCH-298,Metadata,I7,I7;I15,,I15,,Privacy-field label; rewrite adds deletion and rebuild results.,REVIEWED_CORRECTED,NONE,Metadata,I7
CAN-LAM-ARCH-299,Metadata,I7,I7;I15,,I15,,Privacy-scope label; rewrite adds whole-library deletion and rebuild results.,REVIEWED_CORRECTED,NONE,Metadata,I7
CAN-LAM-ARCH-300,Map and location,I5,I5;I15,,I15,,Originals label; rewrite adds derivation and source.,REVIEWED_CORRECTED,NONE,Map and location,I5
CAN-LAM-ARCH-301,Settings,I3,I3;I15,,I15,,"Originals label; rewrite adds validation, persistence, and failure retention.",REVIEWED_CORRECTED,NONE,Settings,I3
CAN-LAM-ARCH-302,Review Centre,I5,I5;I15,,I15,,Originals label; rewrite adds persistence and provenance.,REVIEWED_CORRECTED,NONE,Review Centre,I5
CAN-LAM-ARCH-303,Planning and verification governance,,,,,,Reviewed as a non-implementation record or independent gate; no primary implementation phase is assigned.,NOT_APPLICABLE,NONE,Planning and verification governance,
CAN-LAM-ARCH-304,Planning and verification governance,,,,,,Reviewed as a non-implementation record or independent gate; no primary implementation phase is assigned.,NOT_APPLICABLE,NONE,Planning and verification governance,
CAN-LAM-ARCH-305,"Backup, trash, restore and rebuild",I13,I13;I15,,I15,,Trash label; rewrite adds warning and approval.,REVIEWED_CORRECTED,NONE,"Backup, trash, restore and rebuild",I13
CAN-LAM-ARCH-306,"Backup, trash, restore and rebuild",I13,I13;I15,,I15,,Trash label; rewrite adds the operation record.,REVIEWED_CORRECTED,NONE,"Backup, trash, restore and rebuild",I13
CAN-LAM-ARCH-307,"Backup, trash, restore and rebuild",I13,I13;I15,,I15,,Trash label; rewrite adds the no-auto-purge rule.,REVIEWED_CORRECTED,NONE,"Backup, trash, restore and rebuild",I13
CAN-LAM-ARCH-308,"Backup, trash, restore and rebuild",,I13;I15,,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Settings,I13
CAN-LAM-ARCH-309,External drives and path resilience,I12,I4;I15,,I15,,External-change label; rewrite adds the identity rule and review outcome.,REVIEWED_CORRECTED,NONE,External drives and path resilience,I12
CAN-LAM-ARCH-310,External drives and path resilience,I12,I4;I15,,I15,,External-change label; rewrite adds identity evidence and boundary enforcement.,REVIEWED_CORRECTED,NONE,External drives and path resilience,I12
CAN-LAM-ARCH-311,External drives and path resilience,I12,I3;I15,,I15,,External-change label; rewrite adds validation and no-write.,REVIEWED_CORRECTED,NONE,External drives and path resilience,I12
CAN-LAM-ARCH-312,External drives and path resilience,I12,I3;I15,,I15,,External-change label; rewrite adds degraded state and review.,REVIEWED_CORRECTED,NONE,External drives and path resilience,I12
CAN-LAM-ARCH-313,External drives and path resilience,I12,I4;I15,,I15,,External-change label; rewrite defines full-hash evidence.,REVIEWED_CORRECTED,NONE,External drives and path resilience,I12
CAN-LAM-ARCH-314,External drives and path resilience,I12,I4;I15,,I15,,External-change label; rewrite adds the no-auto-relink rule.,REVIEWED_CORRECTED,NONE,External drives and path resilience,I12
CAN-LAM-ARCH-315,External drives and path resilience,I12,I4;I15,,I15,,External-change label; rewrite adds the date-only prohibition.,REVIEWED_CORRECTED,NONE,External drives and path resilience,I12
CAN-LAM-ARCH-316,External drives and path resilience,I12,I4;I15,,I15,,External-change label; rewrite adds the size-only prohibition.,REVIEWED_CORRECTED,NONE,External drives and path resilience,I12
CAN-LAM-ARCH-317,External drives and path resilience,I12,I3;I15,,I15,,External-change label; rewrite adds the reference-confirmation rule.,REVIEWED_CORRECTED,NONE,External drives and path resilience,I12
CAN-LAM-ARCH-318,Gallery and timeline,I14,I5;I15,,I15,,Desktop-UX label; rewrite adds local rendering and stability.,REVIEWED_CORRECTED,NONE,Gallery and timeline,I14
CAN-LAM-ARCH-319,Asset viewer,I14,I5;I15,,I15,,Desktop-UX label; rewrite adds the mode behavior and exit result.,REVIEWED_CORRECTED,NONE,Asset viewer,I14
CAN-LAM-ARCH-320,Gallery and timeline,I14,I5;I15,,I15,,Desktop-UX label; rewrite adds navigation and stability results.,REVIEWED_CORRECTED,NONE,Gallery and timeline,I14
CAN-LAM-ARCH-321,Authentication and users,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Authentication and users,
CAN-LAM-ARCH-322,Authentication and users,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Authentication and users,
CAN-LAM-ARCH-323,Authentication and users,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Authentication and users,
CAN-LAM-ARCH-324,Authentication and users,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Authentication and users,
CAN-LAM-ARCH-325,Jobs and notifications,I14,I10;I15,,I15,,Desktop-UX label; rewrite adds progress truthfulness.,REVIEWED_CORRECTED,NONE,Jobs and notifications,I14
CAN-LAM-ARCH-326,Jobs and notifications,I14,I10;I15,,I15,,Desktop-UX label; rewrite adds typed state and no-false-success.,REVIEWED_CORRECTED,NONE,Jobs and notifications,I14
CAN-LAM-ARCH-327,Authentication and users,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Authentication and users,
CAN-LAM-ARCH-328,Authentication and users,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Authentication and users,
CAN-LAM-ARCH-329,Authentication and users,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Authentication and users,
CAN-LAM-ARCH-330,Planning and verification governance,,,,,,Reviewed as a non-implementation record or independent gate; no primary implementation phase is assigned.,NOT_APPLICABLE,NONE,Planning and verification governance,
CAN-LAM-ARCH-331,Planning and verification governance,,,,,,Reviewed as a non-implementation record or independent gate; no primary implementation phase is assigned.,NOT_APPLICABLE,NONE,Planning and verification governance,
CAN-LAM-ARCH-332,Gallery and timeline,I5,I5;I15,,I15,,Architecture label; rewrite names the retained behavior.,REVIEWED_CORRECTED,NONE,Gallery and timeline,I5
CAN-LAM-ARCH-333,Asset viewer,I5,I5;I15,,I15,,Architecture label; rewrite names the retained behavior.,REVIEWED_CORRECTED,NONE,Asset viewer,I5
CAN-LAM-ARCH-334,Planning and verification governance,,,,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-ARCH-335,Desktop shell,I2,I2;I15,,I15,,Architecture label; rewrite names the IPC contract and no-mock rule.,REVIEWED_CORRECTED,NONE,Desktop shell,I2
CAN-LAM-ARCH-336,Map and location,,I5;I15,,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Map and location,I5
CAN-LAM-ARCH-337,Planning and verification governance,,,,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-ARCH-338,Planning and verification governance,,,,,,Reviewed as a non-implementation record or independent gate; no primary implementation phase is assigned.,NOT_APPLICABLE,NONE,Planning and verification governance,
CAN-LAM-ARCH-339,Planning and verification governance,,,,,,Reviewed as a non-implementation record or independent gate; no primary implementation phase is assigned.,NOT_APPLICABLE,NONE,Planning and verification governance,
CAN-LAM-ARCH-340,Planning and verification governance,,,,,,Reviewed as a non-implementation record or independent gate; no primary implementation phase is assigned.,NOT_APPLICABLE,NONE,Planning and verification governance,
CAN-LAM-ARCH-341,Planning and verification governance,,,,,,Reviewed as a non-implementation record or independent gate; no primary implementation phase is assigned.,NOT_APPLICABLE,NONE,Planning and verification governance,
CAN-LAM-ARCH-342,Planning and verification governance,,,,,,Reviewed as a non-implementation record or independent gate; no primary implementation phase is assigned.,NOT_APPLICABLE,NONE,Planning and verification governance,
CAN-LAM-ARCH-343,Planning and verification governance,,,,,,Reviewed as a non-implementation record or independent gate; no primary implementation phase is assigned.,NOT_APPLICABLE,NONE,Planning and verification governance,
CAN-LAM-ARCH-344,Planning and verification governance,,,,,,Reviewed as a non-implementation record or independent gate; no primary implementation phase is assigned.,NOT_APPLICABLE,NONE,Planning and verification governance,
CAN-LAM-ARCH-345,Gallery and timeline,I14,I5;I15,,I15,,Performance label; rewrite adds the budget and stability results.,REVIEWED_CORRECTED,NONE,Gallery and timeline,I14
CAN-LAM-ARCH-346,Mind-map projections,I9,I9;I15,,I15,,Performance label; rewrite adds the budget and failure state.,REVIEWED_CORRECTED,NONE,Mind-map projections,I9
CAN-LAM-ARCH-347,Planning and verification governance,,,,,,Reviewed as a non-implementation record or independent gate; no primary implementation phase is assigned.,NOT_APPLICABLE,NONE,Planning and verification governance,
CAN-LAM-ARCH-348,Planning and verification governance,,,,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-ARCH-349,Legal and rebranding,I1,I1;I15,,I15,,Legal-surface label; rewrite adds presence and release blocking.,REVIEWED_CORRECTED,NONE,Legal and rebranding,I1
CAN-LAM-ARCH-350,Legal and rebranding,I1,I1;I15,,I15,,Legal-surface label; rewrite adds inventory and release blocking.,REVIEWED_CORRECTED,NONE,Legal and rebranding,I1
CAN-LAM-ARCH-351,Legal and rebranding,I1,I1;I15,,I15,,Legal-surface label; rewrite adds inventory and release blocking.,REVIEWED_CORRECTED,NONE,Legal and rebranding,I1
CAN-LAM-ARCH-352,Planning and verification governance,,,,,,Reviewed as a non-implementation record or independent gate; no primary implementation phase is assigned.,NOT_APPLICABLE,NONE,Planning and verification governance,
CAN-LAM-ARCH-353,Planning and verification governance,,,,,,Reviewed as a non-implementation record or independent gate; no primary implementation phase is assigned.,NOT_APPLICABLE,NONE,Planning and verification governance,
CAN-LAM-ARCH-354,Planning and verification governance,,,,,,Reviewed as a non-implementation record or independent gate; no primary implementation phase is assigned.,NOT_APPLICABLE,NONE,Planning and verification governance,
CAN-LAM-ARCH-355,Planning and verification governance,,,,,,Reviewed as a non-implementation record or independent gate; no primary implementation phase is assigned.,NOT_APPLICABLE,NONE,Planning and verification governance,
CAN-LAM-ARCH-356,Planning and verification governance,,,,,,Reviewed as a non-implementation record or independent gate; no primary implementation phase is assigned.,NOT_APPLICABLE,NONE,Planning and verification governance,
CAN-LAM-ARCH-357,Planning and verification governance,,,,,,Reviewed as a non-implementation record or independent gate; no primary implementation phase is assigned.,NOT_APPLICABLE,NONE,Planning and verification governance,
CAN-LAM-ARCH-358,Map and location,,,,,,Reviewed as a non-implementation record or independent gate; no primary implementation phase is assigned.,NOT_APPLICABLE,NONE,Map and location,
CAN-LAM-ARCH-359,Planning and verification governance,,,,I15,,Graphify-field label; reclassified as a phase-completeness constraint.,NOT_APPLICABLE,NONE,Planning and verification governance,
CAN-LAM-ARCH-360,Planning and verification governance,,,,,,Reviewed as a non-implementation record or independent gate; no primary implementation phase is assigned.,NOT_APPLICABLE,NONE,Planning and verification governance,
CAN-LAM-ARCH-361,Planning and verification governance,,,,,,Reviewed as a non-implementation record or independent gate; no primary implementation phase is assigned.,NOT_APPLICABLE,NONE,Planning and verification governance,
CAN-LAM-ARCH-362,Authentication and users,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Authentication and users,
CAN-LAM-ARCH-363,Planning and verification governance,,,,,,Reviewed as a non-implementation record or independent gate; no primary implementation phase is assigned.,NOT_APPLICABLE,NONE,Planning and verification governance,
CAN-LAM-ARCH-364,Planning and verification governance,,,,,,Reviewed as a non-implementation record or independent gate; no primary implementation phase is assigned.,NOT_APPLICABLE,NONE,Planning and verification governance,
CAN-LAM-ARCH-365,Planning and verification governance,,,,,,Reviewed as a non-implementation record or independent gate; no primary implementation phase is assigned.,NOT_APPLICABLE,NONE,Planning and verification governance,
CAN-LAM-ARCH-366,Map and location,,,,,,Reviewed as a non-implementation record or independent gate; no primary implementation phase is assigned.,NOT_APPLICABLE,NONE,Map and location,
CAN-LAM-ARCH-367,Planning and verification governance,,,,,,Reviewed as a non-implementation record or independent gate; no primary implementation phase is assigned.,NOT_APPLICABLE,NONE,Planning and verification governance,
CAN-LAM-ARCH-368,Legal and rebranding,I1,I1;I15,,I15,,Phase label; rewrite adds identity scope and legal preservation.,REVIEWED_CORRECTED,NONE,Legal and rebranding,I1
CAN-LAM-ARCH-369,Planning and verification governance,,,,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-ARCH-370,Desktop shell,I2,I2;I15,,I15,,Phase label; rewrite adds the shell foundation.,REVIEWED_CORRECTED,NONE,Desktop shell,I2
CAN-LAM-ARCH-371,Desktop shell,,I2;I15,,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Desktop shell,I2
CAN-LAM-ARCH-372,Desktop shell,,I2;I15,,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Desktop shell,I2
