Package ID,Canonical ID,Candidate placement,Final placement,Exact authority owner,Exact implementation owner,Exact shared mechanism,Exact Codebase evidence,Exact contract evidence,Exact schema evidence,Exact test evidence,Exact failure/recovery evidence,Alternative considered,Final decision,Item-specific rationale,Evidence sources,Reviewer role,Review revision,Verification status
WP-I5-010,CAN-LAM-ARCH-277,WP-I5-010,WP-I5-010,Review Centre,Review-state mutations,"All members mutate or persist review-item state; read-only navigation, filtering, and reveal behaviors were moved to dedicated I5 packages.",Codebase/mobile/lib/providers/cleanup.provider.dart;Codebase/mobile/lib/widgets/common/selection_sliver_app_bar.dart;Codebase/web/src/lib/modals/AssetSelectionChangeDateModal.svelte;Codebase/web/src/lib/modals/PartnerSelectionModal.svelte,Review decision and transition contracts,Review item and review decision records,Apply-to-selection fixture.,Typed failure result; no partial authoritative state is claimed; No unrelated authoritative state is modified,,VERIFIED,"Requirement CAN-LAM-ARCH-277 source locator lines 1846-1846 and Codebase evidence ['Codebase/mobile/lib/providers/cleanup.provider.dart', 'Codebase/mobile/lib/widgets/common/selection_sliver_app_bar.dart'] support placement in WP-I5-010.",requirements.csv:lines 1846-1846; reviewed-actionable-requirements-v3.csv:CAN-LAM-ARCH-277; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I5-013,CAN-LAM-ARCH-278,WP-I5-013,WP-I5-013,Review Centre,Read and navigation surfaces,Every member is a read or navigation behavior with an explicit no-mutation result.,Codebase/mobile/openapi/lib/model/search_suggestion_type.dart;Codebase/server/src/dtos/search.dto.ts;Codebase/server/src/services/search.service.ts;Codebase/web/src/lib/modals/PersonMergeSuggestionModal.svelte,Review navigation and display contracts,"Review item, asset, event, and person read projections",Suggestion-reason fixture.,Explicit failure/preservation clause in the statement is preserved; Explicit preservation clause in the statement is preserved,,VERIFIED,"Requirement CAN-LAM-ARCH-278 source locator lines 1852-1852 and Codebase evidence ['Codebase/mobile/openapi/lib/model/search_suggestion_type.dart', 'Codebase/server/src/dtos/search.dto.ts'] support placement in WP-I5-013.",requirements.csv:lines 1852-1852; reviewed-actionable-requirements-v3.csv:CAN-LAM-ARCH-278; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I3-011,CAN-LAM-ARCH-279,WP-I3-011,WP-I3-011,Filesystem transactions and recovery,File-operation plan contract,"The package is bounded to the file-operation plan contract architectural surface and its direct contracts, records, and tests.",Codebase/machine-learning/immich_ml/models/facial_recognition/detection.py;Codebase/machine-learning/immich_ml/models/ocr/detection.py;Codebase/mobile/openapi/lib/model/duplicate_detection_config.dart;Codebase/server/src/utils/misc.ts,"Contracts affected by requirements CAN-LAM-ARCH-057, CAN-LAM-ARCH-058, CAN-LAM-ARCH-279, CAN-LAM-ARCH-280, CAN-LAM-ARCH-281, CAN-LAM-ASSET-124, CAN-LAM-ASSET-186, CAN-LAM-FOLDER-036...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-057, CAN-LAM-ARCH-058, CAN-LAM-ARCH-279, CAN-LAM-ARCH-280, CAN-LAM-ARCH-281, CAN-LAM-ASSET-124, CAN-LAM-ASSET-186, CAN-LAM-FOLDER-036...; schema paths are resolved in the package packet.",Collision fixture with approval checks.,Typed failure result; no partial authoritative state is claimed; No unrelated authoritative state is modified,,VERIFIED,"Requirement CAN-LAM-ARCH-279 source locator lines 1872-1872 and Codebase evidence ['Codebase/machine-learning/immich_ml/models/facial_recognition/detection.py', 'Codebase/machine-learning/immich_ml/models/ocr/detection.py'] support placement in WP-I3-011.",requirements.csv:lines 1872-1872; reviewed-actionable-requirements-v3.csv:CAN-LAM-ARCH-279; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I3-011,CAN-LAM-ARCH-280,WP-I3-011,WP-I3-011,Filesystem transactions and recovery,File-operation plan contract,"The package is bounded to the file-operation plan contract architectural surface and its direct contracts, records, and tests.",Codebase/server/src/controllers/library.controller.ts;Codebase/server/src/repositories/library.repository.ts;Codebase/server/src/services/library.service.ts;Codebase/server/src/services/storage.service.ts,"Contracts affected by requirements CAN-LAM-ARCH-057, CAN-LAM-ARCH-058, CAN-LAM-ARCH-279, CAN-LAM-ARCH-280, CAN-LAM-ARCH-281, CAN-LAM-ASSET-124, CAN-LAM-ASSET-186, CAN-LAM-FOLDER-036...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-057, CAN-LAM-ARCH-058, CAN-LAM-ARCH-279, CAN-LAM-ARCH-280, CAN-LAM-ARCH-281, CAN-LAM-ASSET-124, CAN-LAM-ASSET-186, CAN-LAM-FOLDER-036...; schema paths are resolved in the package packet.",Mutation-preview fixture.,Typed failure result; no partial authoritative state is claimed; No unrelated authoritative state is modified,,VERIFIED,"Requirement CAN-LAM-ARCH-280 source locator lines 1873-1873 and Codebase evidence ['Codebase/server/src/controllers/library.controller.ts', 'Codebase/server/src/repositories/library.repository.ts'] support placement in WP-I3-011.",requirements.csv:lines 1873-1873; reviewed-actionable-requirements-v3.csv:CAN-LAM-ARCH-280; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I3-011,CAN-LAM-ARCH-281,WP-I3-011,WP-I3-011,Filesystem transactions and recovery,File-operation plan contract,"The package is bounded to the file-operation plan contract architectural surface and its direct contracts, records, and tests.",Codebase/mobile/lib/widgets/forms/pin_verification_form.dart;Codebase/mobile/openapi/lib/model/system_config_storage_template_dto.dart;Codebase/web/src/routes/(user)/utilities/duplicates/[[photos=photos]]/[[assetId=id]]/+page.svelte;Codebase/web/src/routes/(user)/utilities/duplicates/[[photos=photos]]/[[assetId=id]]/+page.ts,"Contracts affected by requirements CAN-LAM-ARCH-057, CAN-LAM-ARCH-058, CAN-LAM-ARCH-279, CAN-LAM-ARCH-280, CAN-LAM-ARCH-281, CAN-LAM-ASSET-124, CAN-LAM-ASSET-186, CAN-LAM-FOLDER-036...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-057, CAN-LAM-ARCH-058, CAN-LAM-ARCH-279, CAN-LAM-ARCH-280, CAN-LAM-ARCH-281, CAN-LAM-ASSET-124, CAN-LAM-ASSET-186, CAN-LAM-FOLDER-036...; schema paths are resolved in the package packet.",Hash-verification fixture.,Explicit failure/preservation clause in the statement is preserved; Explicit preservation clause in the statement is preserved,,VERIFIED,"Requirement CAN-LAM-ARCH-281 source locator lines 1874-1874 and Codebase evidence ['Codebase/mobile/lib/widgets/forms/pin_verification_form.dart', 'Codebase/mobile/openapi/lib/model/system_config_storage_template_dto.dart'] support placement in WP-I3-011.",requirements.csv:lines 1874-1874; reviewed-actionable-requirements-v3.csv:CAN-LAM-ARCH-281; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I7-010,CAN-LAM-ARCH-298,WP-I7-010,WP-I7-010,Metadata,People and face privacy,"Reviewed cross-capability package: People and face privacy is a shared architectural surface used by Asset viewer, Metadata, People and faces. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Codebase/server/src/repositories/database.repository.ts;Codebase/server/src/repositories/metadata.repository.ts;Codebase/server/src/repositories/search.repository.ts;Codebase/server/src/services/metadata.service.ts,"Contracts affected by requirements CAN-LAM-ARCH-298, CAN-LAM-ARCH-299, CAN-LAM-ASSET-137, CAN-LAM-PERSON-093, CAN-LAM-PERSON-094, CAN-LAM-PERSON-096; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-298, CAN-LAM-ARCH-299, CAN-LAM-ASSET-137, CAN-LAM-PERSON-093, CAN-LAM-PERSON-094, CAN-LAM-PERSON-096; schema paths are resolved in the package packet.",Embedding-privacy fixture.,Typed failure result; no partial authoritative state is claimed; No unrelated authoritative state is modified,,VERIFIED,"Requirement CAN-LAM-ARCH-298 source locator lines 1955-1955 and Codebase evidence ['Codebase/server/src/repositories/database.repository.ts', 'Codebase/server/src/repositories/metadata.repository.ts'] support placement in WP-I7-010.",requirements.csv:lines 1955-1955; reviewed-actionable-requirements-v3.csv:CAN-LAM-ARCH-298; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I7-010,CAN-LAM-ARCH-299,WP-I7-010,WP-I7-010,Metadata,People and face privacy,"Reviewed cross-capability package: People and face privacy is a shared architectural surface used by Asset viewer, Metadata, People and faces. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Codebase/server/src/controllers/asset.controller.ts;Codebase/server/src/repositories/metadata.repository.ts;Codebase/server/src/services/metadata.service.ts;Codebase/web/src/lib/components/asset-viewer/DetailPanelDate.svelte,"Contracts affected by requirements CAN-LAM-ARCH-298, CAN-LAM-ARCH-299, CAN-LAM-ASSET-137, CAN-LAM-PERSON-093, CAN-LAM-PERSON-094, CAN-LAM-PERSON-096; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-298, CAN-LAM-ARCH-299, CAN-LAM-ASSET-137, CAN-LAM-PERSON-093, CAN-LAM-PERSON-094, CAN-LAM-PERSON-096; schema paths are resolved in the package packet.",Entire-library privacy fixture.,Typed failure result; no partial authoritative state is claimed; Explicit preservation clause in the statement is preserved,,VERIFIED,"Requirement CAN-LAM-ARCH-299 source locator lines 1965-1965 and Codebase evidence ['Codebase/server/src/controllers/asset.controller.ts', 'Codebase/server/src/repositories/metadata.repository.ts'] support placement in WP-I7-010.",requirements.csv:lines 1965-1965; reviewed-actionable-requirements-v3.csv:CAN-LAM-ARCH-299; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I5-010,CAN-LAM-ARCH-302,WP-I5-010,WP-I5-010,Review Centre,Review-state mutations,"All members mutate or persist review-item state; read-only navigation, filtering, and reveal behaviors were moved to dedicated I5 packages.",Codebase/server/src/repositories/workflow.repository.ts;Codebase/server/src/services/workflow.service.ts;Codebase/web/src/lib/components/asset-viewer/PhotoSphereViewerAdapter.svelte,Review decision and transition contracts,Review item and review decision records,Review-decision fixture with history checks.,Typed failure result; no partial authoritative state is claimed; Explicit preservation clause in the statement is preserved,,VERIFIED,"Requirement CAN-LAM-ARCH-302 source locator lines 2013-2013 and Codebase evidence ['Codebase/server/src/repositories/workflow.repository.ts', 'Codebase/server/src/services/workflow.service.ts'] support placement in WP-I5-010.",requirements.csv:lines 2013-2013; reviewed-actionable-requirements-v3.csv:CAN-LAM-ARCH-302; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I14-003,CAN-LAM-ARCH-318,WP-I14-003,WP-I14-003,Gallery and timeline,Gallery and viewer performance,"The package is bounded to the gallery and viewer performance architectural surface and its direct contracts, records, and tests.",Codebase/server/src/controllers/timeline.controller.ts;Codebase/server/src/services/timeline.service.ts;Codebase/web/src/lib/components/timeline/Month.svelte;Codebase/web/src/lib/components/timeline/Scrubber.svelte,"Contracts affected by requirements CAN-LAM-ARCH-318, CAN-LAM-ARCH-319, CAN-LAM-ARCH-320, CAN-LAM-ARCH-345, CAN-LAM-ARCH-408; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-318, CAN-LAM-ARCH-319, CAN-LAM-ARCH-320, CAN-LAM-ARCH-345, CAN-LAM-ARCH-408; schema paths are resolved in the package packet.",Gallery-grid fixture with failure retention.,Explicit failure/preservation clause in the statement is preserved; Explicit preservation clause in the statement is preserved,,VERIFIED,"Requirement CAN-LAM-ARCH-318 source locator lines 2113-2113 and Codebase evidence ['Codebase/server/src/controllers/timeline.controller.ts', 'Codebase/server/src/services/timeline.service.ts'] support placement in WP-I14-003.",requirements.csv:lines 2113-2113; reviewed-actionable-requirements-v3.csv:CAN-LAM-ARCH-318; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I14-003,CAN-LAM-ARCH-319,WP-I14-003,WP-I14-003,Asset viewer,Gallery and viewer performance,"The package is bounded to the gallery and viewer performance architectural surface and its direct contracts, records, and tests.",Codebase/web/src/lib/components/asset-viewer/PhotoViewer.svelte;Codebase/web/src/lib/components/asset-viewer/VideoNativeViewer.svelte;Codebase/web/src/lib/components/asset-viewer/VideoPanoramaViewer.svelte;Codebase/web/src/lib/components/asset-viewer/VideoRemoteViewer.svelte,"Contracts affected by requirements CAN-LAM-ARCH-318, CAN-LAM-ARCH-319, CAN-LAM-ARCH-320, CAN-LAM-ARCH-345, CAN-LAM-ARCH-408; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-318, CAN-LAM-ARCH-319, CAN-LAM-ARCH-320, CAN-LAM-ARCH-345, CAN-LAM-ARCH-408; schema paths are resolved in the package packet.",Full-screen fixture with exit checks.,Typed failure result; no partial authoritative state is claimed; No unrelated authoritative state is modified,,VERIFIED,"Requirement CAN-LAM-ARCH-319 source locator lines 2114-2114 and Codebase evidence ['Codebase/web/src/lib/components/asset-viewer/PhotoViewer.svelte', 'Codebase/web/src/lib/components/asset-viewer/VideoNativeViewer.svelte'] support placement in WP-I14-003.",requirements.csv:lines 2114-2114; reviewed-actionable-requirements-v3.csv:CAN-LAM-ARCH-319; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I14-003,CAN-LAM-ARCH-320,WP-I14-003,WP-I14-003,Gallery and timeline,Gallery and viewer performance,"The package is bounded to the gallery and viewer performance architectural surface and its direct contracts, records, and tests.",Codebase/docs/src/components/timeline.tsx;Codebase/e2e/src/ui/generators/timeline.ts;Codebase/e2e/src/ui/specs/timeline/utils.ts;Codebase/web/src/routes/(user)/map/[[photos=photos]]/[[assetId=id]]/MapTimelinePanel.svelte,"Contracts affected by requirements CAN-LAM-ARCH-318, CAN-LAM-ARCH-319, CAN-LAM-ARCH-320, CAN-LAM-ARCH-345, CAN-LAM-ARCH-408; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-318, CAN-LAM-ARCH-319, CAN-LAM-ARCH-320, CAN-LAM-ARCH-345, CAN-LAM-ARCH-408; schema paths are resolved in the package packet.",Timeline-navigation fixture.,Explicit failure/preservation clause in the statement is preserved; Explicit preservation clause in the statement is preserved,,VERIFIED,"Requirement CAN-LAM-ARCH-320 source locator lines 2115-2115 and Codebase evidence ['Codebase/docs/src/components/timeline.tsx', 'Codebase/e2e/src/ui/generators/timeline.ts'] support placement in WP-I14-003.",requirements.csv:lines 2115-2115; reviewed-actionable-requirements-v3.csv:CAN-LAM-ARCH-320; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I14-003,CAN-LAM-ARCH-345,WP-I14-003,WP-I14-003,Gallery and timeline,Gallery and viewer performance,"The package is bounded to the gallery and viewer performance architectural surface and its direct contracts, records, and tests.",Codebase/docs/src/components/timeline.tsx;Codebase/e2e/src/ui/generators/timeline.ts;Codebase/e2e/src/ui/specs/timeline/utils.ts;Codebase/web/src/routes/(user)/map/[[photos=photos]]/[[assetId=id]]/MapTimelinePanel.svelte,"Contracts affected by requirements CAN-LAM-ARCH-318, CAN-LAM-ARCH-319, CAN-LAM-ARCH-320, CAN-LAM-ARCH-345, CAN-LAM-ARCH-408; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-318, CAN-LAM-ARCH-319, CAN-LAM-ARCH-320, CAN-LAM-ARCH-345, CAN-LAM-ARCH-408; schema paths are resolved in the package packet.",Timeline-scroll benchmark.,Explicit failure/preservation clause in the statement is preserved; Explicit preservation clause in the statement is preserved,,VERIFIED,"Requirement CAN-LAM-ARCH-345 source locator lines 2208-2208 and Codebase evidence ['Codebase/docs/src/components/timeline.tsx', 'Codebase/e2e/src/ui/generators/timeline.ts'] support placement in WP-I14-003.",requirements.csv:lines 2208-2208; reviewed-actionable-requirements-v3.csv:CAN-LAM-ARCH-345; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I4-001,CAN-LAM-ARCH-374,WP-I4-001,WP-I4-001,Media ingestion and derivation,Initial recursive scanner,"Reviewed cross-capability package: Initial recursive scanner is a shared architectural surface used by Libraries and storage, Media ingestion and derivation, Sidecars and metadata authority. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Codebase/server/src/controllers/library.controller.ts;Codebase/server/src/repositories/library.repository.ts;Codebase/server/src/services/library.service.ts;Codebase/server/src/services/storage.service.ts,"Contracts affected by requirements CAN-LAM-ARCH-083, CAN-LAM-ARCH-089, CAN-LAM-ARCH-090, CAN-LAM-ARCH-091, CAN-LAM-ARCH-092, CAN-LAM-ARCH-093, CAN-LAM-ARCH-150, CAN-LAM-ARCH-374...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-083, CAN-LAM-ARCH-089, CAN-LAM-ARCH-090, CAN-LAM-ARCH-091, CAN-LAM-ARCH-092, CAN-LAM-ARCH-093, CAN-LAM-ARCH-150, CAN-LAM-ARCH-374...; schema paths are resolved in the package packet.",Scanner fixture.,Typed failure result; no partial authoritative state is claimed; Explicit preservation clause in the statement is preserved,,VERIFIED,"Requirement CAN-LAM-ARCH-374 source locator lines 1393-1393 and Codebase evidence ['Codebase/server/src/controllers/library.controller.ts', 'Codebase/server/src/repositories/library.repository.ts'] support placement in WP-I4-001.",requirements.csv:lines 1393-1393; reviewed-actionable-requirements-v3.csv:CAN-LAM-ARCH-374; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
