Canonical ID,Source text,Final statement,Current capability,Current phase,Corrected capability,Corrected phase,Reason,Evidence,Review status
CAN-LAM-ARCH-387,Review-first activation,Tag activation must be review-first and AI-suggested tags must remain unapplied until approved.,Relationships and attribution,I8,Relationships and attribution,I8,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.","Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 8 — Tags, Relationships, Smart Views & Attribution; parent=none",REVIEWED_CONFIRMED
CAN-LAM-ARCH-390,Importer,Importer attribution must be stored independently and never inferred from photographer or camera-owner roles.,Relationships and attribution,I8,Relationships and attribution,I8,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.","Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 8 — Tags, Relationships, Smart Views & Attribution; parent=none",REVIEWED_CONFIRMED
CAN-LAM-ARCH-391,Provenance,Attribution changes must record provenance and revision and never silently change another role.,Relationships and attribution,I8,Relationships and attribution,I8,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.","Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 8 — Tags, Relationships, Smart Views & Attribution; parent=none",REVIEWED_CONFIRMED
CAN-LAM-ARCH-392,Safe draft,Mind-map drafts must be saved safely and restored from the last valid state on failure.,Mind-map projections,I9,Mind-map projections,I9,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 9 — Mind Maps; parent=none,REVIEWED_CONFIRMED
CAN-LAM-ARCH-393,Materialization,"Mind-map materialization must preview nodes, edges, and filesystem effects and commit only after approval.",Mind-map projections,I9,Mind-map projections,I9,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 9 — Mind Maps; parent=none,REVIEWED_CONFIRMED
CAN-LAM-ARCH-394,Content suggestions,"Content suggestions from the local worker must carry model, source, and configuration provenance and remain reviewable until approved.",Local AI worker,I10,Local AI worker,I10,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 10 — Local AI Completeness; parent=none,REVIEWED_CONFIRMED
CAN-LAM-ARCH-395,Hardware benchmark,"The hardware benchmark must measure the local worker's CPU, RAM, GPU memory, and latency on the declared hardware and record results with the hardware profile.",Local AI worker,I10,Local AI worker,I10,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 10 — Local AI Completeness; parent=none,REVIEWED_CONFIRMED
CAN-LAM-ARCH-396,CPU/GPU/hybrid,"The local worker must select CPU, GPU, or hybrid execution from the reviewed hardware assessment and record the selected provider with each task.",Local AI worker,I10,Local AI worker,I10,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 10 — Local AI Completeness; parent=none,REVIEWED_CONFIRMED
CAN-LAM-ARCH-398,Snapshots,Metadata mutation snapshots must be versioned and must restore the exact prior values on rollback.,Editing,I11,Editing,I11,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.","Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 11 — Metadata Mutation, Editing & Privacy; parent=none",REVIEWED_CONFIRMED
CAN-LAM-ARCH-399,Batch operations,Batch metadata operations must preview the full change set and commit only after approval while reporting per-item results.,Editing,I11,Editing,I11,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.","Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 11 — Metadata Mutation, Editing & Privacy; parent=none",REVIEWED_CONFIRMED
CAN-LAM-ARCH-400,Reconnection,Reconnection must reconcile the external drive by durable identity and restore records and pending overlays.,External drives and path resilience,I12,External drives and path resilience,I12,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 12 — External Drives & Filesystem Resilience; parent=none,REVIEWED_CONFIRMED
CAN-LAM-ARCH-401,External moves,External moves must update the path index on identity or full-hash evidence and must never auto-match on filename or partial hash.,External drives and path resilience,I12,External drives and path resilience,I12,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 12 — External Drives & Filesystem Resilience; parent=none,REVIEWED_CONFIRMED
CAN-LAM-ARCH-402,External renames,External renames must update the path index on identity or full-hash evidence and must never auto-match on name alone.,External drives and path resilience,I12,External drives and path resilience,I12,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 12 — External Drives & Filesystem Resilience; parent=none,REVIEWED_CONFIRMED
CAN-LAM-ARCH-403,Sidecar recovery,Sidecar recovery must restore the last validated sidecar state from journaled backups without guessing fields.,External drives and path resilience,I12,External drives and path resilience,I12,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 12 — External Drives & Filesystem Resilience; parent=none,REVIEWED_CONFIRMED
CAN-LAM-ARCH-404,Detached Index Mode,Detached Index Mode must keep indexed records and pending overlays available for a disconnected drive and defer structural operations.,External drives and path resilience,I12,External drives and path resilience,I12,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 12 — External Drives & Filesystem Resilience; parent=none,REVIEWED_CONFIRMED
CAN-LAM-ARCH-405,Sidecar verification,Sidecar verification must validate every sidecar against its schema and report degraded records without modifying them.,"Backup, trash, restore and rebuild",I13,"Backup, trash, restore and rebuild",I13,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.","Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 13 — Backup, Trash & Rebuild; parent=none",REVIEWED_CONFIRMED
CAN-LAM-ARCH-406,Large-library optimization,"Large-library optimization must define and measure performance budgets (scan, index, search, thumbnail, and UI responsiveness at declared asset counts) and must block release when any budget is exceeded; it is not a storage-root authorization operation.",Performance and scale,I14,Performance and scale,I14,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.","Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 14 — Performance, Accessibility & Desktop UX; parent=none",REVIEWED_CONFIRMED
CAN-LAM-ARCH-407,Thumbnail scheduling,Thumbnail scheduling must prioritize visible thumbnails and complete generation within the reviewed budget without blocking the UI.,Desktop shell,I14,Desktop shell,I14,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.","Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 14 — Performance, Accessibility & Desktop UX; parent=none",REVIEWED_CONFIRMED
CAN-LAM-ARCH-408,Graph virtualization,Graph virtualization must render only the visible nodes and edges within the reviewed budget and keep navigation responsive.,Desktop shell,I14,Desktop shell,I14,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.","Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 14 — Performance, Accessibility & Desktop UX; parent=none",REVIEWED_CONFIRMED
CAN-LAM-ARCH-409,Background-job UX,Background-job UX must expose typed progress and recovery state and must never report success for a failed or cancelled job.,Jobs and notifications,I14,Jobs and notifications,I14,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.","Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 14 — Performance, Accessibility & Desktop UX; parent=none",REVIEWED_CONFIRMED
CAN-LAM-ARCH-415,Not required by the phase,The bounded implementation loop must not implement items that are not required by the current phase; unrequired work must be deferred to its reviewed phase.,Planning and verification governance,,Planning and verification governance,,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=23. Bounded Implementation Loop; parent=none,REVIEWED_CONFIRMED
CAN-LAM-ARCH-417,Mind-map draft,"When a mind-map draft is saved, Lamha must persist the draft JSON through the transaction journal and restore the last saved draft if the write fails.",Mind-map projections,I9,Mind-map projections,I9,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=24.3 Functional tests; parent=CAN-SECTION-0111,REVIEWED_CONFIRMED
CAN-LAM-ARCH-418,Mind-map materialization,"When a mind-map is materialized, Lamha must preview the resulting nodes, edges, and filesystem effects and commit only after explicit approval.",Mind-map projections,I9,Mind-map projections,I9,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=24.3 Functional tests; parent=CAN-SECTION-0111,REVIEWED_CONFIRMED
CAN-LAM-ARCH-425,Sidecar separation,Sidecar separation must keep authoritative user knowledge in versioned files separate from rebuildable SQLite indexes and caches.,Metadata,I3,Metadata,I3,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=26. Risk Management; parent=CAN-SECTION-0112,REVIEWED_CONFIRMED
CAN-LAM-ARCH-434,Names,The packaged application must use the reviewed Lamha name consistently on every user-visible surface and the release gate must fail if any surface disagrees.,Legal and rebranding,I1,Legal and rebranding,I1,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=27. Legal and Rebranding Method; parent=CAN-SECTION-0113,REVIEWED_CONFIRMED
CAN-LAM-ARCH-435,Logos,The packaged application must include the reviewed logo assets and display them consistently; missing or mismatched logo files must block release.,Legal and rebranding,I1,Legal and rebranding,I1,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=27. Legal and Rebranding Method; parent=CAN-SECTION-0113,REVIEWED_CONFIRMED
CAN-LAM-ARCH-436,Icons,"The packaged application must include the reviewed icon set and use it across shell, installer, and about surfaces; missing icons must block release.",Legal and rebranding,I1,Legal and rebranding,I1,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=27. Legal and Rebranding Method; parent=CAN-SECTION-0113,REVIEWED_CONFIRMED
