canonical_id,work_package_id,membership_rationale,capability_compatibility,requirement_phase,package_phase,review_status,evidence
CAN-LAM-ARCH-345,WP-I14-003,"WP-I14-003 is the architectural owner because its objective — Implement and verify the bounded gallery and viewer performance surface. — is the surface that must execute the obligation 'Timeline scroll must remain responsive within the reviewed performance budget and preserve'; prerequisite packages WP-I14-001, WP-I5-001 supply the underlying schema/identity/journal it needs.",Gallery and timeline,I14,I14,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ARCH-346,WP-I9-001,WP-I9-001 is the architectural owner because its objective — Implement and verify the bounded canonical knowledge-graph projection surface. — is the surface that must execute the obligation 'Mind-map loading must derive the map from canonical records within the reviewed performanc'; prerequisite packages WP-I8-004 supply the underlying schema/identity/journal it needs.,Mind-map projections,I9,I9,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ARCH-349,WP-I1-005,"WP-I1-005 is the architectural owner because its objective — Inventory and persist licence, attribution, redistribution, model-provenance, and required legal-file obligations; block release until every required notice is  — is the surface that must execute the obligation 'The release bundle must include the required AGPL notices and the release gate must fail w'; prerequisite packages WP-I1-001 supply the underlying schema/identity/journal it needs.",Legal and rebranding,I1,I1,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ARCH-350,WP-I1-005,"WP-I1-005 is the architectural owner because its objective — Inventory and persist licence, attribution, redistribution, model-provenance, and required legal-file obligations; block release until every required notice is  — is the surface that must execute the obligation 'Third-party licences must be inventoried with attribution and redistribution review and th'; prerequisite packages WP-I1-001 supply the underlying schema/identity/journal it needs.",Legal and rebranding,I1,I1,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ARCH-351,WP-I1-005,"WP-I1-005 is the architectural owner because its objective — Inventory and persist licence, attribution, redistribution, model-provenance, and required legal-file obligations; block release until every required notice is  — is the surface that must execute the obligation 'Codec licences must be inventoried with redistribution review and the release gate must fa'; prerequisite packages WP-I1-001 supply the underlying schema/identity/journal it needs.",Legal and rebranding,I1,I1,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ARCH-368,WP-I1-001,"WP-I1-001 is the architectural owner because its objective — Implement and verify the bounded brand and identity inventory surface. — is the surface that must execute the obligation 'Phase 2 must introduce the reviewed Lamha internal identity (name, identifiers, and brandi'; prerequisite packages WP-I0-001 supply the underlying schema/identity/journal it needs.",Legal and rebranding,I1,I1,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ARCH-370,WP-I2-001,"WP-I2-001 is the architectural owner because its objective — Establish the Tauri 2 process, typed IPC boundary, permission model, and repository-derived command set before other shell features. — is the surface that must execute the obligation 'The desktop shell must establish the reviewed Tauri 2 process, typed IPC boundary, and per'; prerequisite packages WP-I0-005 supply the underlying schema/identity/journal it needs.",Desktop shell,I2,I2,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ARCH-374,WP-I4-001,"WP-I4-001 is the architectural owner because its objective — Implement and verify the bounded initial recursive scanner surface. — is the surface that must execute the obligation 'The scanner must index media within authorized roots, preserve source bytes, and report ty'; prerequisite packages WP-I3-002, WP-I3-003, WP-I3-008 supply the underlying schema/identity/journal it needs.",Media ingestion and derivation,I4,I4,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ARCH-375,WP-I4-002,WP-I4-002 is the architectural owner because its objective — Implement and verify the bounded incremental scan and watcher reconciliation surface. — is the surface that must execute the obligation 'The watcher must detect changes within authorized roots and reconcile the index without mo'; prerequisite packages WP-I4-001 supply the underlying schema/identity/journal it needs.,Media ingestion and derivation,I4,I4,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ARCH-376,WP-I5-002,"WP-I5-002 is the architectural owner because its objective — Navigate the timeline by date from local records, render event/folder browsing, mark missing-media and offline-drive states, and preserve prior position on load — is the surface that must execute the obligation 'The timeline must render from local records, stay keyboard-operable, and preserve the prio'; prerequisite packages WP-I4-010 supply the underlying schema/identity/journal it needs.",Gallery and timeline,I5,I5,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ARCH-380,WP-I6-006,WP-I6-006 is the architectural owner because its objective — Implement and verify the bounded event split and link plans surface. — is the surface that must execute the obligation 'Link must record a reviewed event or folder link without moving contents.'; prerequisite packages WP-I6-002 supply the underlying schema/identity/journal it needs.,Events and organization,I6,I6,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ARCH-381,WP-I6-006,WP-I6-006 is the architectural owner because its objective — Implement and verify the bounded event split and link plans surface. — is the surface that must execute the obligation 'Split must preview the resulting events or folders and commit only after approval while pr'; prerequisite packages WP-I6-002 supply the underlying schema/identity/journal it needs.,Events and organization,I6,I6,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ARCH-382,WP-I7-003,WP-I7-003 is the architectural owner because its objective — Implement and verify the bounded face clustering and curation surface. — is the surface that must execute the obligation 'Face clusters must be reviewable and merges or splits must persist provenance and allow un'; prerequisite packages WP-I7-002 supply the underlying schema/identity/journal it needs.,People and faces,I7,I7,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
