record_id,original_source_text,previous_statement,final_statement,final_classification,parent_requirement,acceptance_criteria,capability,primary_phase,verification_method,review_rationale,evidence,disposition,reviewer_type,review_revision,review_status
CAN-LAM-META-040,JSON versus XMP,"When the 29. Consistency Detection workflow reads or changes JSON versus XMP, it must preserve the value, authority, and provenance in the appropriate durable record and expose the resulting revision to the derived index. Missing, malformed, or conflicting input must be reported without discarding the last valid value.","When JSON and XMP disagree, consistency detection must report the conflict with both values and sources and change nothing until a review decision.",ACCEPTANCE_CRITERION,CAN-SECTION-0096,"Given a JSON/XMP conflict, when consistency detection runs, then the conflict is reported and both files remain unchanged.",Media ingestion and derivation,I4,JSON/XMP conflict fixture.,Label names JSON/XMP comparison; rewrite adds conflict reporting and preservation.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=29. Consistency Detection; parent=CAN-SECTION-0096,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-META-041,JSON versus embedded metadata,"When the 29. Consistency Detection workflow reads or changes JSON versus embedded metadata, it must preserve the value, authority, and provenance in the appropriate durable record and expose the resulting revision to the derived index. Missing, malformed, or conflicting input must be reported without discarding the last valid value.","When JSON and embedded metadata disagree, consistency detection must report the conflict with both values and sources and change nothing until a review decision.",ACCEPTANCE_CRITERION,CAN-SECTION-0096,"Given a JSON/embedded conflict, when consistency detection runs, then the conflict is reported and both records remain unchanged.",Media ingestion and derivation,I4,JSON/embedded conflict fixture.,Label names JSON/embedded comparison; rewrite adds conflict reporting and preservation.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=29. Consistency Detection; parent=CAN-SECTION-0096,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-META-042,Missing JSON,"When Missing JSON participates in 29. Consistency Detection, the authoritative record or transaction must persist its revision and provenance before derived-index publication, and any failed write must leave a recoverable prior state.","When a required JSON sidecar is missing, Lamha must mark the asset degraded and create a review item without fabricating values.",ACCEPTANCE_CRITERION,CAN-SECTION-0204,"Given a missing JSON sidecar, when consistency detection runs, then the asset is marked degraded and a review item is created.",Filesystem transactions and recovery,I3,Missing-JSON fixture.,Label names missing JSON; rewrite adds degraded state and review.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=29. Consistency Detection; parent=CAN-SECTION-0204,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-META-043,Missing XMP,"When the 29. Consistency Detection workflow reads or changes Missing XMP, it must preserve the value, authority, and provenance in the appropriate durable record and expose the resulting revision to the derived index. Missing, malformed, or conflicting input must be reported without discarding the last valid value.","When a required XMP sidecar is missing, Lamha must mark the asset degraded and create a review item without fabricating values.",ACCEPTANCE_CRITERION,CAN-SECTION-0096,"Given a missing XMP sidecar, when consistency detection runs, then the asset is marked degraded and a review item is created.",Media ingestion and derivation,I4,Missing-XMP fixture.,Label names missing XMP; rewrite adds degraded state and review.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=29. Consistency Detection; parent=CAN-SECTION-0096,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-ARCH-455,Recommended first implementation phase,"When Recommended first implementation phase is exercised in 29. Final Planning Handoff, Lamha must expose the resulting state and preserve the prior durable state if validation or execution fails.",Planning handoff must record the recommended first implementation phase for each package and must reject packages without a recommended phase.,CONSTRAINT,,,Planning and verification governance,,Handoff validation must reject packages without a recommended phase.,Handoff field label; reclassified as a completeness constraint.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=29. Final Planning Handoff; parent=none,RECLASSIFY_CONSTRAINT,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,RECLASSIFIED
CAN-LAM-ARCH-456,Exact files for that phase,"When Exact files for that phase is exercised in 29. Final Planning Handoff, Lamha must expose the resulting state and preserve the prior durable state if validation or execution fails.",Planning handoff must list the exact files required for the recommended first phase and must reject handoff without those file references.,CONSTRAINT,,,Planning and verification governance,,Handoff validation must reject missing file lists.,Handoff field label; reclassified as a completeness constraint.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=29. Final Planning Handoff; parent=none,RECLASSIFY_CONSTRAINT,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,RECLASSIFIED
CAN-LAM-ARCH-457,Code that must remain temporarily,"When Code that must remain temporarily is exercised in 29. Final Planning Handoff, Lamha must expose the resulting state and preserve the prior durable state if validation or execution fails.",Planning handoff must record code that must remain temporarily and the reviewed phase when it may be removed.,CONSTRAINT,,,Planning and verification governance,,Handoff validation must require removal-phase records.,Handoff field label; reclassified as a completeness constraint.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=29. Final Planning Handoff; parent=none,RECLASSIFY_CONSTRAINT,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,RECLASSIFIED
CAN-LAM-TEST-022,Mapping coverage,"When Mapping coverage is exercised in 29. Final Planning Handoff, Lamha must expose the resulting state and preserve the prior durable state if validation or execution fails.",Mapping coverage must be measured against the reviewed source rows and must fail validation when coverage is incomplete.,CONSTRAINT,,,Planning and verification governance,,Coverage validation must reject unmapped source rows.,Handoff field label; reclassified as a coverage constraint.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=29. Final Planning Handoff; parent=none,RECLASSIFY_CONSTRAINT,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,RECLASSIFIED
CAN-LAM-EVENT-007,Normalized managed Event Folders.,"When a configured library encounters Normalized managed Event Folders during 3. Final Physical Media Library, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.",The physical library must use normalized managed Event Folders with the reviewed naming rules and must not create folders outside the approved layout.,ACCEPTANCE_CRITERION,CAN-SECTION-0152,"Given a physical library, when event folders are created, then they follow the normalized managed naming rules.",Libraries and storage,I6,Event-folder naming fixture.,Label names normalized event folders; rewrite adds the layout rule.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=3. Final Physical Media Library; parent=CAN-SECTION-0152,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-EVENT-008,Manage Later/ intake.,"When Manage Later/ intake is requested in 3. Final Physical Media Library, Lamha must produce or update a reviewable event plan, show its membership and filesystem effects, and make no authoritative or filesystem change if validation or confirmation fails.",Manage Later intake must place newly discovered assets into the reviewed intake state without moving media until an approved operation plan exists.,ACCEPTANCE_CRITERION,CAN-SECTION-0153,"Given newly discovered assets, when intake runs, then they enter Manage Later state and no media moves until an approved plan.",Events and organization,I6,Intake fixture with plan gating.,Label names Manage Later intake; rewrite adds intake state and plan gating.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=3. Final Physical Media Library; parent=CAN-SECTION-0153,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-FOLDER-008,Linked Folders indexed in place.,"When Linked Folders indexed in place is requested in 3. Final Physical Media Library, Lamha must produce or update a reviewable event plan, show its membership and filesystem effects, and make no authoritative or filesystem change if validation or confirmation fails.",Linked Folders must be indexed in place and must never be moved or renamed by automated organization.,ACCEPTANCE_CRITERION,CAN-SECTION-0153,"Given a Linked Folder, when indexing runs, then its assets are indexed at their existing paths and no move or rename occurs.",Events and organization,I6,Linked-folder fixture with no-mutation assertion.,Label names linked-folder indexing; rewrite adds in-place indexing and no-mutation.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=3. Final Physical Media Library; parent=CAN-SECTION-0153,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-GOV-082,Inventory the whole codebase,"When Inventory the whole codebase is exercised in 3. First Stage Is Planning and Mapping Only, Lamha must expose the resulting state and preserve the prior durable state if validation or execution fails.",The planning stage must inventory the whole codebase before mapping and must reject mapping claims for uninventoried code.,CONSTRAINT,,,Planning and verification governance,,Mapping validation must require full inventory.,Planning-stage label; reclassified as a completeness constraint.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=3. First Stage Is Planning and Mapping Only; parent=none,RECLASSIFY_CONSTRAINT,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,RECLASSIFIED
CAN-LAM-GOV-088,Classify every area,"When Classify every area is exercised in 3. First Stage Is Planning and Mapping Only, Lamha must expose the resulting state and preserve the prior durable state if validation or execution fails.",The planning stage must classify every code area and must reject unclassified areas before implementation.,CONSTRAINT,,,Planning and verification governance,,Plan validation must reject unclassified areas.,Planning-stage label; reclassified as a completeness constraint.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=3. First Stage Is Planning and Mapping Only; parent=none,RECLASSIFY_CONSTRAINT,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,RECLASSIFIED
