canonical_id,title,source_text,current_statement,matched_template_family,why_current_statement_may_be_semantically_wrong,current_capability,current_phase,current_package,required_disposition,requirement_type,source_section,parent_requirement_id,parent_title,parent_statement,source_length_category
CAN-LAM-ARCH-130,Active status,Active status,"When the 13.2 Relationships workflow manages Active status, it must persist the candidate or confirmed state with provenance and revision, expose the resulting state for review, and reject invalid transitions without changing an existing identity or historical interval.",EXACT_LEGACY_OUTPUT,Detected as EXACT_LEGACY_OUTPUT; explicit disposition RECLASSIFY_GLOSSARY with status RECLASSIFIED; rationale: Relationship-field label; reclassified as glossary.,Relationships and attribution,I8,,RECLASSIFY_GLOSSARY,GLOSSARY,13.2 Relationships,CAN-SECTION-0060,13.2 Relationships — People and faces,Lamha must implement the 13.2 Relationships behavior for People and faces and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-ARCH-131,Former status,Former status,"When the 13.2 Relationships workflow manages Former status, it must persist the candidate or confirmed state with provenance and revision, expose the resulting state for review, and reject invalid transitions without changing an existing identity or historical interval.",EXACT_LEGACY_OUTPUT,Detected as EXACT_LEGACY_OUTPUT; explicit disposition RECLASSIFY_GLOSSARY with status RECLASSIFIED; rationale: Relationship-field label; reclassified as glossary.,Relationships and attribution,I8,,RECLASSIFY_GLOSSARY,GLOSSARY,13.2 Relationships,CAN-SECTION-0060,13.2 Relationships — People and faces,Lamha must implement the 13.2 Relationships behavior for People and faces and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-ARCH-132,Custom notes,Custom notes,"When the 13.2 Relationships workflow manages Custom notes, it must persist the candidate or confirmed state with provenance and revision, expose the resulting state for review, and reject invalid transitions without changing an existing identity or historical interval.",EXACT_LEGACY_OUTPUT,Detected as EXACT_LEGACY_OUTPUT; explicit disposition RECLASSIFY_GLOSSARY with status RECLASSIFIED; rationale: Relationship-field label; reclassified as glossary.,Relationships and attribution,I8,,RECLASSIFY_GLOSSARY,GLOSSARY,13.2 Relationships,CAN-SECTION-0060,13.2 Relationships — People and faces,Lamha must implement the 13.2 Relationships behavior for People and faces and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-ARCH-133,Change history,Change history,"When the 13.2 Relationships workflow manages Change history, it must persist the candidate or confirmed state with provenance and revision, expose the resulting state for review, and reject invalid transitions without changing an existing identity or historical interval.",EXACT_LEGACY_OUTPUT,Detected as EXACT_LEGACY_OUTPUT; explicit disposition RECLASSIFY_GLOSSARY with status RECLASSIFIED; rationale: Relationship-field label; reclassified as glossary.,Relationships and attribution,I8,,RECLASSIFY_GLOSSARY,GLOSSARY,13.2 Relationships,CAN-SECTION-0060,13.2 Relationships — People and faces,Lamha must implement the 13.2 Relationships behavior for People and faces and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-PERSON-059,Relationships may include,Relationships may include:,"When the 13.2 Relationships workflow manages Relationships may include, it must persist the candidate or confirmed state with provenance and revision, expose the resulting state for review, and reject invalid transitions without changing an existing identity or historical interval.",EXACT_LEGACY_OUTPUT,Detected as EXACT_LEGACY_OUTPUT; explicit disposition RECLASSIFY_GLOSSARY with status RECLASSIFIED; rationale: Relationship-heading label; reclassified as glossary.,Relationships and attribution,I8,,RECLASSIFY_GLOSSARY,GLOSSARY,13.2 Relationships,CAN-SECTION-0060,13.2 Relationships — People and faces,Lamha must implement the 13.2 Relationships behavior for People and faces and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-ARCH-134,Select the proposed change,Select the proposed change.,"When the 13.3 Sure relationship changes workflow manages Select the proposed change, it must persist the candidate or confirmed state with provenance and revision, expose the resulting state for review, and reject invalid transitions without changing an existing identity or historical interval.",EXACT_LEGACY_OUTPUT,Detected as EXACT_LEGACY_OUTPUT; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Label names the selection step; rewrite separates selection from commit.,People and faces,I8,WP-I8-009,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,13.3 Sure relationship changes,CAN-SECTION-0061,13.3 Sure relationship changes — People and faces,Lamha must implement the 13.3 Sure relationship changes behavior for People and faces and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-ARCH-135,Perform final explicit confirmation,Perform final explicit confirmation.,"When the 13.3 Sure relationship changes workflow manages Perform final explicit confirmation, it must persist the candidate or confirmed state with provenance and revision, expose the resulting state for review, and reject invalid transitions without changing an existing identity or historical interval.",EXACT_LEGACY_OUTPUT,Detected as EXACT_LEGACY_OUTPUT; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Label names the confirmation step; rewrite makes the commit observable.,People and faces,I8,WP-I8-009,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,13.3 Sure relationship changes,CAN-SECTION-0061,13.3 Sure relationship changes — People and faces,Lamha must implement the 13.3 Sure relationship changes behavior for People and faces and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-PERSON-060,Create a relationship,Create a relationship,"When the 13.4 Visual placement workflow manages Create a relationship, it must persist the candidate or confirmed state with provenance and revision, expose the resulting state for review, and reject invalid transitions without changing an existing identity or historical interval.",EXACT_LEGACY_OUTPUT,"Detected as EXACT_LEGACY_OUTPUT; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Label names creation; rewrite adds persistence, effective dating, and review exposure.",People and faces,I8,WP-I8-004,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,13.4 Visual placement,CAN-SECTION-0221,13.4 Visual placement — People and faces,Lamha must implement the 13.4 Visual placement behavior for People and faces and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-PERSON-061,Delete a relationship,Delete a relationship,"When the 13.4 Visual placement workflow manages Delete a relationship, it must persist the candidate or confirmed state with provenance and revision, expose the resulting state for review, and reject invalid transitions without changing an existing identity or historical interval.",EXACT_LEGACY_OUTPUT,Detected as EXACT_LEGACY_OUTPUT; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Label names deletion; rewrite converts deletion into a dated close that preserves history.,People and faces,I8,WP-I8-004,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,13.4 Visual placement,CAN-SECTION-0221,13.4 Visual placement — People and faces,Lamha must implement the 13.4 Visual placement behavior for People and faces and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-PERSON-062,Change group membership,Change group membership,"When the 13.4 Visual placement workflow manages Change group membership, it must persist the candidate or confirmed state with provenance and revision, expose the resulting state for review, and reject invalid transitions without changing an existing identity or historical interval.",EXACT_LEGACY_OUTPUT,Detected as EXACT_LEGACY_OUTPUT; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Label names membership change; rewrite adds period semantics and preservation.,People and faces,I7,WP-I7-008,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,13.4 Visual placement,CAN-SECTION-0221,13.4 Visual placement — People and faces,Lamha must implement the 13.4 Visual placement behavior for People and faces and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-GOV-213,Preserve useful,Preserve useful:,"When Preserve useful is exercised in 14.1 Frontend, Lamha must expose the resulting state and preserve the prior durable state if validation or execution fails.",EXACT_LEGACY_OUTPUT;FAMILY:fallback_exercised,Detected as EXACT_LEGACY_OUTPUT;FAMILY:fallback_exercised; explicit disposition RECLASSIFY_INFORMATIONAL with status RECLASSIFIED; rationale: Planning-instruction fragment; reclassified as informational guidance.,Planning and verification governance,,,RECLASSIFY_INFORMATIONAL,INFORMATIONAL,14.1 Frontend,,,,SHORT
CAN-LAM-ARCH-141,Save progress,Save progress,"When Save progress occurs in 14.2 Draft / Safe mode, Lamha must expose a typed operation or notification state with progress and recovery information, and must not report success for a cancelled, failed, or partially committed operation.",EXACT_LEGACY_OUTPUT;FAMILY:occurs_in,Detected as EXACT_LEGACY_OUTPUT;FAMILY:occurs_in; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Label names progress saving; rewrite adds typed state and no-false-success rules.,Jobs and notifications,I10,WP-I10-008,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,14.2 Draft / Safe mode,CAN-SECTION-0062,14.2 Draft / Safe mode — Jobs and notifications,Lamha must implement the 14.2 Draft / Safe mode behavior for Jobs and notifications and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-EVENT-044,Link events,Link events,"When Link events is requested in 14.2 Draft / Safe mode, Lamha must produce or update a reviewable event plan, show its membership and filesystem effects, and make no authoritative or filesystem change if validation or confirmation fails.",EXACT_LEGACY_OUTPUT;FAMILY:event_plan_requested,Detected as EXACT_LEGACY_OUTPUT;FAMILY:event_plan_requested; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Label names event linking; rewrite adds persistence and projection results.,Events and organization,I6,WP-I6-006,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,14.2 Draft / Safe mode,CAN-SECTION-0161,14.2 Draft / Safe mode — Events and organization,Lamha must implement the 14.2 Draft / Safe mode behavior for Events and organization and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-FOLDER-023,Link existing folders,Link existing folders,"When a configured library encounters Link existing folders during 14.2 Draft / Safe mode, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.",EXACT_LEGACY_OUTPUT;FAMILY:library_encounters,Detected as EXACT_LEGACY_OUTPUT;FAMILY:library_encounters; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Label names folder linking; rewrite separates linking from mutation.,Libraries and storage,I4,WP-I4-010,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,14.2 Draft / Safe mode,CAN-SECTION-0169,14.2 Draft / Safe mode — Libraries and storage,Lamha must implement the 14.2 Draft / Safe mode behavior for Libraries and storage and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-ARCH-144,Sidecars to create,Sidecars to create,"When the 14.3 Materialization workflow reads or changes Sidecars to create, it must preserve the value, authority, and provenance in the appropriate durable record and expose the resulting revision to the derived index. Missing, malformed, or conflicting input must be reported without discarding the last valid value.",EXACT_LEGACY_OUTPUT,"Detected as EXACT_LEGACY_OUTPUT; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Label names sidecar creation; rewrite adds the exact-set, validation, and journaling outcomes.",Metadata,I3,WP-I3-001,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,14.3 Materialization,CAN-SECTION-0063,14.3 Materialization — Metadata,Lamha must implement the 14.3 Materialization behavior for Metadata and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-ARCH-147,Required storage,Required storage,"When a configured library encounters Required storage during 14.3 Materialization, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.",EXACT_LEGACY_OUTPUT;FAMILY:library_encounters,Detected as EXACT_LEGACY_OUTPUT;FAMILY:library_encounters; explicit disposition REWRITE_AS_REQUIREMENT with status REVIEWED_CORRECTED; rationale: Label names required storage; rewrite adds the initialization trigger and preservation result.,Libraries and storage,I4,WP-I4-010,REWRITE_AS_REQUIREMENT,FUNCTIONAL_REQUIREMENT,14.3 Materialization,,,,SHORT
